Region,Area,Year,Month,Dwelling_Type,kwh_per_acc
Central Region,Geylang,2021,10,3-room,291.7
Central Region,Geylang,2021,10,4-room,410.6
Central Region,Geylang,2021,10,5-room and Executive,493.3
Central Region,Geylang,2021,10,Landed Properties,1021.7
Central Region,Geylang,2021,10,Private Apartments and Condominiums,542.7
Central Region,Geylang,2021,11,1-room / 2-room,172.7
Central Region,Geylang,2021,11,3-room,278.5
Central Region,Geylang,2021,11,4-room,394.3
Central Region,Geylang,2021,11,5-room and Executive,475.0
Central Region,Geylang,2021,11,Landed Properties,975.6
Central Region,Geylang,2021,11,Private Apartments and Condominiums,551.0
Central Region,Geylang,2021,12,1-room / 2-room,185.4
Central Region,Geylang,2021,12,3-room,280.1
Central Region,Geylang,2021,12,4-room,381.5
Central Region,Geylang,2021,12,5-room and Executive,466.8
Central Region,Geylang,2021,12,Landed Properties,931.9
Central Region,Geylang,2021,12,Private Apartments and Condominiums,535.9
Central Region,Geylang,2022,1,1-room / 2-room,174.4
Central Region,Geylang,2022,1,3-room,277.5
Central Region,Geylang,2022,1,4-room,383.5
Central Region,Geylang,2022,1,5-room and Executive,460.4
Central Region,Geylang,2022,1,Landed Properties,901.4
Central Region,Geylang,2022,1,Private Apartments and Condominiums,476.2
Central Region,Geylang,2022,2,1-room / 2-room,169.3
Central Region,Geylang,2022,2,3-room,267.7
Central Region,Geylang,2022,2,4-room,377.3
Central Region,Geylang,2022,2,5-room and Executive,446.3
Central Region,Geylang,2022,2,Landed Properties,962.8
Central Region,Geylang,2022,2,Private Apartments and Condominiums,524.6
Central Region,Geylang,2022,3,1-room / 2-room,153.9
Central Region,Geylang,2022,3,3-room,246.1
Central Region,Geylang,2022,3,4-room,342.5
Central Region,Geylang,2022,3,5-room and Executive,414.1
Central Region,Geylang,2022,3,Landed Properties,884.1
Central Region,Geylang,2022,3,Private Apartments and Condominiums,474.4
Central Region,Geylang,2022,4,1-room / 2-room,165.7
Central Region,Geylang,2022,4,3-room,268.9
Central Region,Geylang,2022,4,4-room,375.4
Central Region,Geylang,2022,4,5-room and Executive,458.8
Central Region,Geylang,2022,4,Landed Properties,944.6
Central Region,Geylang,2022,4,Private Apartments and Condominiums,522.0
Central Region,Geylang,2022,5,1-room / 2-room,173.3
Central Region,Geylang,2022,5,3-room,281.0
Central Region,Geylang,2022,5,4-room,393.1
Central Region,Geylang,2022,5,5-room and Executive,473.0
Central Region,Geylang,2022,5,Landed Properties,1035.7
Central Region,Geylang,2022,5,Private Apartments and Condominiums,566.1
Central Region,Geylang,2022,6,1-room / 2-room,189.8
Central Region,Geylang,2022,6,3-room,306.0
Central Region,Geylang,2022,6,4-room,398.0
Central Region,Geylang,2022,6,5-room and Executive,506.7
Central Region,Geylang,2022,6,Landed Properties,982.2
Central Region,Geylang,2022,6,Private Apartments and Condominiums,551.5
Central Region,Geylang,2022,7,1-room / 2-room,176.5
Central Region,Geylang,2022,7,3-room,281.7
Central Region,Geylang,2022,7,4-room,365.7
Central Region,Geylang,2022,7,5-room and Executive,466.6
Central Region,Geylang,2022,7,Landed Properties,940.0
Central Region,Geylang,2022,7,Private Apartments and Condominiums,523.3
Central Region,Geylang,2022,8,1-room / 2-room,167.8
Central Region,Geylang,2022,8,3-room,274.2
Central Region,Geylang,2022,8,4-room,379.2
Central Region,Geylang,2022,8,5-room and Executive,472.7
Central Region,Geylang,2022,8,Landed Properties,987.2
Central Region,Geylang,2022,8,Private Apartments and Condominiums,551.0
Central Region,Geylang,2022,9,1-room / 2-room,174.8
Central Region,Geylang,2022,9,3-room,280.2
Central Region,Geylang,2022,9,4-room,370.7
Central Region,Geylang,2022,9,5-room and Executive,476.9
Central Region,Geylang,2022,9,Landed Properties,987.6
Central Region,Geylang,2022,9,Private Apartments and Condominiums,500.2
Central Region,Geylang,2022,10,1-room / 2-room,158.0
Central Region,Geylang,2022,10,3-room,255.3
Central Region,Geylang,2022,10,4-room,349.1
Central Region,Geylang,2022,10,5-room and Executive,436.3
Central Region,Geylang,2022,10,Landed Properties,916.8
Central Region,Geylang,2022,10,Private Apartments and Condominiums,472.8
Central Region,Geylang,2022,11,1-room / 2-room,162.4
Central Region,Geylang,2022,11,3-room,263.5
Central Region,Geylang,2022,11,4-room,339.7
Central Region,Geylang,2022,11,5-room and Executive,429.4
Central Region,Geylang,2022,11,Landed Properties,942.2
Central Region,Geylang,2022,11,Private Apartments and Condominiums,445.4
Central Region,Geylang,2022,12,1-room / 2-room,161.3
Central Region,Geylang,2022,12,3-room,252.5
Central Region,Geylang,2022,12,4-room,336.0
Central Region,Geylang,2022,12,5-room and Executive,427.4
Central Region,Geylang,2022,12,Landed Properties,907.2
Central Region,Geylang,2022,12,Private Apartments and Condominiums,445.8
Central Region,Geylang,2023,1,1-room / 2-room,156.4
Central Region,Geylang,2023,1,3-room,245.5
Central Region,Geylang,2023,1,4-room,313.1
Central Region,Geylang,2023,1,5-room and Executive,393.3
Central Region,Geylang,2023,1,Landed Properties,896.9
Central Region,Geylang,2023,1,Private Apartments and Condominiums,420.6
Central Region,Geylang,2023,2,1-room / 2-room,150.0
Central Region,Geylang,2023,2,3-room,240.1
Central Region,Geylang,2023,2,4-room,315.8
Central Region,Geylang,2023,2,5-room and Executive,399.5
Central Region,Geylang,2023,2,Landed Properties,902.6
Central Region,Geylang,2023,2,Private Apartments and Condominiums,419.8
Central Region,Geylang,2023,3,1-room / 2-room,141.2
Central Region,Geylang,2023,3,3-room,226.7
Central Region,Geylang,2023,3,4-room,288.2
Central Region,Geylang,2023,3,5-room and Executive,377.9
Central Region,Geylang,2023,3,Landed Properties,827.7
Central Region,Geylang,2023,3,Private Apartments and Condominiums,383.4
Central Region,Geylang,2023,4,1-room / 2-room,158.8
Central Region,Geylang,2023,4,3-room,251.3
Central Region,Geylang,2023,4,4-room,327.0
Central Region,Geylang,2023,4,5-room and Executive,410.8
Central Region,Geylang,2023,4,Landed Properties,864.9
Central Region,Geylang,2023,4,Private Apartments and Condominiums,441.3
Central Region,Geylang,2023,5,1-room / 2-room,179.3
Central Region,Geylang,2023,5,3-room,283.2
Central Region,Geylang,2023,5,4-room,378.7
Central Region,Geylang,2023,5,5-room and Executive,476.2
Central Region,Geylang,2023,5,Landed Properties,1071.9
Central Region,Geylang,2023,5,Private Apartments and Condominiums,531.3
Central Region,Geylang,2023,6,1-room / 2-room,197.1
Central Region,Geylang,2023,6,3-room,312.0
Central Region,Geylang,2023,6,4-room,399.3
Central Region,Geylang,2023,6,5-room and Executive,509.5
Central Region,Geylang,2023,6,Landed Properties,1070.8
Central Region,Geylang,2023,6,Private Apartments and Condominiums,548.1
North East Region,Hougang,2010,1,1-room / 2-room,147.5
North East Region,Hougang,2010,1,Landed Properties,881.5
North East Region,Hougang,2010,1,Private Apartments and Condominiums,521.4
North East Region,Hougang,2010,2,1-room / 2-room,150.0
North East Region,Hougang,2010,2,Landed Properties,979.8
North East Region,Hougang,2010,2,Private Apartments and Condominiums,540.2
North East Region,Hougang,2010,3,1-room / 2-room,164.9
North East Region,Hougang,2010,3,Landed Properties,1000.4
North East Region,Hougang,2010,3,Private Apartments and Condominiums,600.8
North East Region,Hougang,2010,4,1-room / 2-room,161.7
North East Region,Hougang,2010,4,Landed Properties,1026.2
North East Region,Hougang,2010,4,Private Apartments and Condominiums,644.2
North East Region,Hougang,2010,5,1-room / 2-room,161.1
North East Region,Hougang,2010,5,Landed Properties,1041.2
North East Region,Hougang,2010,5,Private Apartments and Condominiums,621.4
North East Region,Hougang,2010,6,1-room / 2-room,157.5
North East Region,Hougang,2010,6,Landed Properties,1075.3
North East Region,Hougang,2010,6,Private Apartments and Condominiums,674.9
North East Region,Hougang,2010,7,1-room / 2-room,144.4
North East Region,Hougang,2010,7,Landed Properties,950.9
North East Region,Hougang,2010,7,Private Apartments and Condominiums,587.7
North East Region,Hougang,2010,8,1-room / 2-room,164.0
North East Region,Hougang,2010,8,Landed Properties,953.2
North East Region,Hougang,2010,8,Private Apartments and Condominiums,567.0
North East Region,Hougang,2010,9,1-room / 2-room,149.2
North East Region,Hougang,2010,9,Landed Properties,973.5
North East Region,Hougang,2010,9,Private Apartments and Condominiums,601.8
North East Region,Hougang,2010,10,1-room / 2-room,155.4
North East Region,Hougang,2010,10,Landed Properties,1008.6
North East Region,Hougang,2010,10,Private Apartments and Condominiums,602.8
North East Region,Hougang,2010,11,1-room / 2-room,161.954826601175
North East Region,Hougang,2010,11,Landed Properties,1045.01092728525
North East Region,Hougang,2010,11,Private Apartments and Condominiums,603.851920653769
North East Region,Hougang,2010,12,1-room / 2-room,168.734593885987
North East Region,Hougang,2010,12,Landed Properties,1082.6887369556
North East Region,Hougang,2010,12,Private Apartments and Condominiums,604.873674666785
North East Region,Hougang,2011,1,1-room / 2-room,100.4
North East Region,Hougang,2011,1,Landed Properties,869.6
North East Region,Hougang,2011,1,Private Apartments and Condominiums,529.7
North East Region,Hougang,2011,2,1-room / 2-room,119.3
North East Region,Hougang,2011,2,Landed Properties,815.8
North East Region,Hougang,2011,2,Private Apartments and Condominiums,474.8
North East Region,Hougang,2011,3,1-room / 2-room,111.8
North East Region,Hougang,2011,3,Landed Properties,862.3
North East Region,Hougang,2011,3,Private Apartments and Condominiums,514.7
North East Region,Hougang,2011,4,1-room / 2-room,129.8
North East Region,Hougang,2011,4,Landed Properties,936.0
North East Region,Hougang,2011,4,Private Apartments and Condominiums,583.0
North East Region,Hougang,2011,5,1-room / 2-room,137.6
North East Region,Hougang,2011,5,Landed Properties,975.0
North East Region,Hougang,2011,5,Private Apartments and Condominiums,599.5
North East Region,Hougang,2011,6,1-room / 2-room,147.2
North East Region,Hougang,2011,6,Landed Properties,1049.1
North East Region,Hougang,2011,6,Private Apartments and Condominiums,648.6
North East Region,Hougang,2011,7,1-room / 2-room,130.5
North East Region,Hougang,2011,7,Landed Properties,991.4
North East Region,Hougang,2011,7,Private Apartments and Condominiums,597.8
North East Region,Hougang,2011,8,1-room / 2-room,144.1
North East Region,Hougang,2011,8,Landed Properties,1028.4
North East Region,Hougang,2011,8,Private Apartments and Condominiums,590.5
North East Region,Hougang,2011,9,1-room / 2-room,154.6
North East Region,Hougang,2011,9,Landed Properties,998.6
North East Region,Hougang,2011,9,Private Apartments and Condominiums,586.6
North East Region,Hougang,2011,10,1-room / 2-room,166.8
North East Region,Hougang,2011,10,Landed Properties,966.4
North East Region,Hougang,2011,10,Private Apartments and Condominiums,554.0
North East Region,Hougang,2011,11,1-room / 2-room,151.7
North East Region,Hougang,2011,11,Landed Properties,907.6
North East Region,Hougang,2011,11,Private Apartments and Condominiums,527.1
North East Region,Hougang,2011,12,1-room / 2-room,141.6
North East Region,Hougang,2011,12,Landed Properties,834.6
North East Region,Hougang,2011,12,Private Apartments and Condominiums,500.6
North East Region,Hougang,2012,1,1-room / 2-room,160.8
North East Region,Hougang,2012,1,Landed Properties,889.6
North East Region,Hougang,2012,1,Private Apartments and Condominiums,512.0
North East Region,Hougang,2012,2,1-room / 2-room,143.5
North East Region,Hougang,2012,2,Landed Properties,965.0
North East Region,Hougang,2012,2,Private Apartments and Condominiums,518.8
North East Region,Hougang,2012,3,1-room / 2-room,147.4
North East Region,Hougang,2012,3,Landed Properties,885.0
North East Region,Hougang,2012,3,Private Apartments and Condominiums,523.2
North East Region,Hougang,2012,4,1-room / 2-room,157.4
North East Region,Hougang,2012,4,Landed Properties,915.7
North East Region,Hougang,2012,4,Private Apartments and Condominiums,539.4
North East Region,Hougang,2012,5,1-room / 2-room,160.6
North East Region,Hougang,2012,5,Landed Properties,940.2
North East Region,Hougang,2012,5,Private Apartments and Condominiums,560.4
North East Region,Hougang,2012,6,1-room / 2-room,170.9
North East Region,Hougang,2012,6,Landed Properties,1066.7
North East Region,Hougang,2012,6,Private Apartments and Condominiums,618.9
North East Region,Hougang,2012,7,1-room / 2-room,169.7
North East Region,Hougang,2012,7,Landed Properties,1019.5
North East Region,Hougang,2012,7,Private Apartments and Condominiums,588.2
North East Region,Hougang,2012,8,1-room / 2-room,171.1
North East Region,Hougang,2012,8,Landed Properties,1000.8
North East Region,Hougang,2012,8,Private Apartments and Condominiums,594.8
North East Region,Hougang,2012,9,1-room / 2-room,177.4
North East Region,Hougang,2012,9,Landed Properties,995.3
North East Region,Hougang,2012,9,Private Apartments and Condominiums,582.1
North East Region,Hougang,2012,10,1-room / 2-room,159.9
North East Region,Hougang,2012,10,Landed Properties,977.2
North East Region,Hougang,2012,10,Private Apartments and Condominiums,575.8
North East Region,Hougang,2012,11,1-room / 2-room,165.2
North East Region,Hougang,2012,11,Landed Properties,939.8
North East Region,Hougang,2012,11,Private Apartments and Condominiums,545.2
North East Region,Hougang,2012,12,1-room / 2-room,155.0
North East Region,Hougang,2012,12,Landed Properties,871.5
North East Region,Hougang,2012,12,Private Apartments and Condominiums,491.3
North East Region,Hougang,2013,1,1-room / 2-room,153.2
North East Region,Hougang,2013,1,Landed Properties,872.6
North East Region,Hougang,2013,1,Private Apartments and Condominiums,496.2
North East Region,Hougang,2013,2,1-room / 2-room,145.2
North East Region,Hougang,2013,2,Landed Properties,879.9
North East Region,Hougang,2013,2,Private Apartments and Condominiums,509.1
North East Region,Hougang,2013,3,1-room / 2-room,123.7
North East Region,Hougang,2013,3,Landed Properties,893.2
North East Region,Hougang,2013,3,Private Apartments and Condominiums,495.5
North East Region,Hougang,2013,4,1-room / 2-room,125.3
North East Region,Hougang,2013,4,Landed Properties,986.6
North East Region,Hougang,2013,4,Private Apartments and Condominiums,573.2
North East Region,Hougang,2013,5,1-room / 2-room,133.2
North East Region,Hougang,2013,5,Landed Properties,992.7
North East Region,Hougang,2013,5,Private Apartments and Condominiums,614.8
North East Region,Hougang,2013,6,1-room / 2-room,164.5
North East Region,Hougang,2013,6,Landed Properties,1057.5
North East Region,Hougang,2013,6,Private Apartments and Condominiums,611.0
North East Region,Hougang,2013,7,1-room / 2-room,198.9
North East Region,Hougang,2013,7,Landed Properties,1003.5
North East Region,Hougang,2013,7,Private Apartments and Condominiums,591.4
North East Region,Hougang,2013,8,1-room / 2-room,164.3
North East Region,Hougang,2013,8,Landed Properties,1019.2
North East Region,Hougang,2013,8,Private Apartments and Condominiums,608.4
North East Region,Hougang,2013,9,1-room / 2-room,168.7
North East Region,Hougang,2013,9,Landed Properties,970.8
North East Region,Hougang,2013,9,Private Apartments and Condominiums,541.5
North East Region,Hougang,2013,10,1-room / 2-room,155.5
North East Region,Hougang,2013,10,Landed Properties,994.5
North East Region,Hougang,2013,10,Private Apartments and Condominiums,538.6
North East Region,Hougang,2013,11,1-room / 2-room,164.7
North East Region,Hougang,2013,11,Landed Properties,939.5
North East Region,Hougang,2013,11,Private Apartments and Condominiums,551.6
North East Region,Hougang,2013,12,1-room / 2-room,153.0
